site_id,type,hits,fails,max_retries,,num_stores,max_stores,memcpy_size,memcpy_max_size,undolog_size_avg,undolog_size_max
 579, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 580, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 581, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 582, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 583, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 584, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 585, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 586, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 587, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 588, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 589, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 590, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 591, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 592, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 593, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 594, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 595, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 596, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 597, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 598, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 599, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 600, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 601, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 602, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 603, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 604, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 605, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 606, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 607, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 608, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 609, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 610, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 611, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 612, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 613, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 614, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 615, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 616, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 617, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 618, UNDOLOG,       1,       0,       0,,      15,      15,       0,               0,        240.0000,             240
 619, UNDOLOG,      13,       0,       0,,    8269,    1652,      58,              30,      10188.3077,           26448
 620, UNDOLOG,      13,       0,       0,,     422,      38,      36,              12,        536.6154,             640
 621, UNDOLOG,      11,       0,       0,,    3211,    1507,      13,              13,       4673.4545,           24112
 622, UNDOLOG,      11,       0,       0,,      77,       7,       0,               0,        112.0000,             112
 623, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 624, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 625, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 626, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 627, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 628, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 629, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 630, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 631, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 632, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 633, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 634, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 635, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 636, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 637, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 638, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 639, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 640, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 641, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 642, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 643, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 644, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 645, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 646, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 647, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 648, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 649, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 650, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 651, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 652, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 653, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 654, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 655, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 656, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 657, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 658, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 659, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 660, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 661, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 662, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 663, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 664, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 665, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 666, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 667, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 668, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 669, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 670, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 671, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 672, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 673, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 674, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 675, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 676, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 677, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 678, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 679, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 680, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 681, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 682, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 683, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 684, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 685, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 686, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 687, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 688, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 689, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 690, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 691, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 692, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 693, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 694, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 695, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 696, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 697, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 698, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 699, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 700, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 701, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 702, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 703, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 704, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 705, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 706, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 707, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 708, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 709, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 710, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 711, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 712, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 713, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 714, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 715, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 716, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 717, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 718, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 719, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 720, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 721, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 722, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 723, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 724, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 725, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 726, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 727, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 728, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 729, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 730, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 731, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 732, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 733, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 734, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 735, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 736, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 737, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 738, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 739, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 740, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 741, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 742, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 743, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 744, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 745, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 746, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 747, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 748, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 749, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 750, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 751, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 752, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 753, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 754, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 755, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 756, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 757, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 758, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 759, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 760, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 761, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 762, UNDOLOG,      30,       0,       0,, 1539529,  576123,  303177,          101708,     841507.7333,         9423712
 763, UNDOLOG,      30,       0,       0,,    1206,      43,       0,               0,        643.2000,             688
 764, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 765, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 766, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 767, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 768, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 769, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 770, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 771, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 772, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 773, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 774, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 775, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 776, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 777, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 778, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 779, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 780, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 781, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 782, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 783, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 784, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 785, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 786, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 787, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 788, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 789, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 790, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 791, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 792, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 793, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 794, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 795, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 796, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 797, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 798, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 799, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 800, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 801, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 802, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 803, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 804, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 805, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 806, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 807, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 808, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 809, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 810, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 811, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 812, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 813, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 814, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 815, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 816, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 817, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 818, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 819, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 820, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 821, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 822, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 823, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 824, UNDOLOG,       1,       0,       0,,      28,      28,      81,              81,        624.0000,             624
 825, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 826, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 827, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 828, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 829, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 830, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 831, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 832, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 833, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 834, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 835, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 836, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 837, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 838, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 839, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 840, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 841, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 842, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 843, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 844, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 845, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 846, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 847, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 848, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 849, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 850, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 851, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 852, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 853, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 854, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 855, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 856, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 857, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 858, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 859, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 860, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 861, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 862, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 863, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 864, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 865, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 866, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 867, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 868, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 869, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 870, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 871, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 872, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 873, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 874, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 875, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 876, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 877, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 878, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 879, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 880, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 881, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 882, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 883, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 884, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 885, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 886, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 887, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 888, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 889, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 890, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 891, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 892, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 893, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 894, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 895, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 896, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 897, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 898, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 899, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 900, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 901, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 902, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 903, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 904, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 905, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 906, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 907, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 908, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 909, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 910, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 911, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 912, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 913, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 914, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 915, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 916, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 917, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 918, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 919, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 920, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 921, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 922, UNDOLOG,       2,       0,       0,,    1080,     540,      50,              31,       8744.0000,            8752
 923, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 924, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 925, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 926, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 927, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 928, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 929, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 930, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 931, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 932, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 933, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 934, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
